"outcome","grand_mean","between_subject_sd","within_subject_sd","ICC_anova_complete_profiles","ICC_model","ms_between","ms_within","df_between","df_within","ICC","score_grand_mean","score_between_subject_sd","score_within_subject_sd"
"score",48.0164530257839,6.94625336752768,2.40802494653382,0.840072692485719,,144.751307537669,8.63747429653625,47,96,0.840072692485719,48.0164530257839,6.94625336752768,2.40802494653382
